gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val
USP6	ENSG00000129204.16	2.55621607744829	5.4912950921022	3.51080850297232	0.000983339248742587	0.0479504853974559
EPHA3	ENSG00000044524.10	2.11804247143651	0.524950995976459	3.55606219910956	0.000858676662162841	0.047004902311055
COL15A1	ENSG00000204291.10	2.03017724115016	4.65546360973169	3.97288945191053	0.000237627251167403	0.029862448256943
C2	ENSG00000166278.14	2.0112604249931	0.561802135996309	3.6918610919644	0.000568951282140566	0.0400020372817773
TRAC	ENSG00000277734.7	1.97113230667203	-1.31449909962108	3.58846127776306	0.000778866237451833	0.0452025641808409
PTGDS	ENSG00000107317.12	1.90335067263344	4.44084901004468	3.70667333136372	0.000543743173544924	0.0400020372817773
CASP4LP	ENSG00000235505.7	1.89031128338105	-0.0214890580934936	4.21554659536187	0.00010951460214551	0.0208077744076469
RADX	ENSG00000147231.13	1.86898602250885	1.376387610746	3.94336896708985	0.000260782323998235	0.0302836008200634
TNXB	ENSG00000168477.17	1.85708939189458	4.92530955609876	4.23454196422327	0.000102994958738626	0.0201514284453179
CD226	ENSG00000150637.8	1.79062029430162	-0.425437164035367	3.49362904972794	0.00103504619698326	0.0484959710020936
TNFRSF10C	ENSG00000173535.13	1.77985150150604	-1.8829517876333	3.51634521186209	0.000967206946129925	0.0477294967894798
MFAP4	ENSG00000166482.11	1.76677791887974	4.57100631099524	3.49266262954138	0.00103803072438849	0.0484959710020936
IL33	ENSG00000137033.11	1.69939257263098	1.8098653397242	3.69241057266069	0.000567996432940404	0.0400020372817773
EMC10	ENSG00000161671.16	1.63248282474463	7.38441193110817	4.0661431653882	0.000176820958148443	0.0277432812094392
FBLN2	ENSG00000163520.13	1.62544665176788	5.60040993915574	4.88685096724286	1.18499963435035e-05	0.00977044753029145
PER3	ENSG00000049246.14	1.61221927608875	4.22176647156833	4.1192773573828	0.000149234539821073	0.0248279853496297
KDELR3	ENSG00000100196.10	1.58499593259512	0.10723961675472	3.47759753374302	0.00108563022646175	0.0489019734206303
TSPOAP1	ENSG00000005379.15	1.53748050368937	3.05700867559563	3.84190383432499	0.000358189428484846	0.0338991265957511
SEC31B	ENSG00000075826.16	1.47602975819615	4.48371418007105	4.95557355772847	9.38622572974065e-06	0.00977044753029145
