dataset_id	enabled	title	organism	genome_build	counts_url	counts_filename	miniml_url	miniml_filename	annotation_url	annotation_filename	sample_id_field	feature_id_column	annotation_source_column	annotation_target_column	group_characteristic	covariates	condition_a_values	condition_b_values	condition_a_label	condition_b_label	signature_name	landing_page_url
GSE202571	false	Surgical treatment response in eutopic endometrium from endometriosis patients	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE202571&file=GSE202571_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE202571_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE202nnn/GSE202571/miniml/GSE202571_family.xml.tgz	GSE202571_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6124645,GSM6124646,GSM6124647,GSM6124648,GSM6124650,GSM6124651,GSM6124652,GSM6124653,GSM6124654,GSM6124655,GSM6124656	GSM6124639,GSM6124640,GSM6124641,GSM6124642,GSM6124643,GSM6124644	surgical_treatment	untreated	GSE202571_endometriosis_surgery_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202571
GSE205274	false	KRT5-knockdown keratinocyte co-culture response in MNT-1 melanoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE205274&file=GSE205274_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE205274_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE205nnn/GSE205274/miniml/GSE205274_family.xml.tgz	GSE205274_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6209671,GSM6209672	GSM6209667,GSM6209668,GSM6209669	krt5_kd_coculture	control_coculture	GSE205274_MNT1_KRT5_KD_coculture_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205274
GSE207472	true	DHT response in MDA-MB-453 breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE207472&file=GSE207472_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE207472_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE207nnn/GSE207472/miniml/GSE207472_family.xml.tgz	GSE207472_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6288306,GSM6288307,GSM6288309,GSM6288310	GSM6288300,GSM6288301,GSM6288302,GSM6288303,GSM6288304,GSM6288305	dht	vehicle	GSE207472_MDA_MB_453_DHT_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207472
GSE208353	true	DNAJC6-mutant versus CRISPR-corrected dopaminergic neurons	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE208353&file=GSE208353_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE208353_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE208nnn/GSE208353/miniml/GSE208353_family.xml.tgz	GSE208353_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6341809,GSM6341810,GSM6341811	GSM6341806,GSM6341807,GSM6341808	dnajc6_mutant	crispr_corrected	GSE208353_DNAJC6_mutant_vs_CRISPR_corrected	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208353
GSE209911	true	NCSTN knockdown in HaCaT keratinocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE209911&file=GSE209911_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE209911_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE209nnn/GSE209911/miniml/GSE209911_family.xml.tgz	GSE209911_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		NCSTN knockdown	WT	ncstn_knockdown	control	GSE209911_HaCaT_NCSTN_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE209911
GSE210150	true	Crizotinib response in CCC-HEH-2 cardiomyocyte cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE210150&file=GSE210150_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE210150_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210150/miniml/GSE210150_family.xml.tgz	GSE210150_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	agent		Crizotinib-treated	Control	crizotinib	control	GSE210150_cardiomyocyte_crizotinib_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210150
GSE213559	true	PRPF8 knockdown in H9 human embryonic stem cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE213559&file=GSE213559_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE213559_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213559/miniml/GSE213559_family.xml.tgz	GSE213559_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		PRPF8 knockdown	WT	prpf8_knockdown	control	GSE213559_H9_PRPF8_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213559
GSE227541	true	Nasopharyngeal carcinoma versus healthy nasal tissue	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE227541&file=GSE227541_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE227541_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE227nnn/GSE227541/miniml/GSE227541_family.xml.tgz	GSE227541_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM7102464,GSM7102465,GSM7102466,GSM7102468,GSM7102469,GSM7102470	GSM7102457,GSM7102458,GSM7102459,GSM7102460,GSM7102461,GSM7102463	npc	healthy	GSE227541_nasopharyngeal_carcinoma_vs_healthy	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227541
GSE235757	false	Heart failure with atrial fibrillation versus normal PBMC	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE235757&file=GSE235757_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE235757_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235757/miniml/GSE235757_family.xml.tgz	GSE235757_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		HF /AF group	Normal	heart_failure_af	normal	GSE235757_PBMC_heart_failure_AF_vs_normal	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235757
GSE244672	true	RAG1 gene editing in human hematopoietic stem and progenitor cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE244672&file=GSE244672_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE244672_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE244nnn/GSE244672/miniml/GSE244672_family.xml.tgz	GSE244672_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		edited day+1	unedited day+1	rag1_edited	unedited	GSE244672_HSPC_RAG1_edited_vs_unedited	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244672
GSE242667	true	Anti-LCN2 antibody treatment of HeLa xenograft tumors	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE242667&file=GSE242667_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE242667_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE242nnn/GSE242667/miniml/GSE242667_family.xml.tgz	GSE242667_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		Anti-LCN2 Monoclonal Antibody	No Treatment	anti_lcn2	untreated	GSE242667_HeLa_xenograft_anti_LCN2_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE242667
GSE239939	false	ONC201 treatment of diffuse intrinsic pontine glioma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE239939&file=GSE239939_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE239939_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239939/miniml/GSE239939_family.xml.tgz	GSE239939_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM7677880,GSM7677881,GSM7677884,GSM7677885,GSM7677888,GSM7677889	GSM7677879,GSM7677882,GSM7677883,GSM7677886,GSM7677887	onc201	untreated	GSE239939_DIPG_ONC201_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE239939
GSE235075	true	miR-192 overexpression in gastric cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE235075&file=GSE235075_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE235075_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235075/miniml/GSE235075_family.xml.tgz	GSE235075_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	cell_line	OE_miR-192	NC	mir192_overexpression	control	GSE235075_gastric_cancer_miR192_overexpression_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235075
GSE203070	true	FOXL2 and NR5A1 induction of granulosa-like cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE203070&file=GSE203070_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE203070_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE203nnn/GSE203070/miniml/GSE203070_family.xml.tgz	GSE203070_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6153237,GSM6153238,GSM6153239,GSM6153240	GSM6153241,GSM6153242,GSM6153243,GSM6153244	granulosa_induction	fibroblast_control	GSE203070_FOXL2_NR5A1_granulosa_induction_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE203070
GSE226653	true	All-trans retinoic acid response in monocyte-derived macrophages	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE226653&file=GSE226653_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE226653_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE226nnn/GSE226653/miniml/GSE226653_family.xml.tgz	GSE226653_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM7081087,GSM7081088,GSM7081092,GSM7081094	GSM7081089,GSM7081093,GSM7081095	atra	control	GSE226653_macrophage_ATRA_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226653
GSE232638	false	Adipose-containing versus conventional reconstructed human dermis	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE232638&file=GSE232638_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE232638_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE232nnn/GSE232638/miniml/GSE232638_family.xml.tgz	GSE232638_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM7360642,GSM7360646,GSM7360648	GSM7360650,GSM7360652,GSM7360654,GSM7360656	adipose_rhs_dermis	rhs_dermis	GSE232638_adipose_RhS_dermis_vs_RhS_dermis	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232638
GSE230773	true	Scaffold versus monolayer culture of myxoid liposarcoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE230773&file=GSE230773_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE230773_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE230nnn/GSE230773/miniml/GSE230773_family.xml.tgz	GSE230773_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__	cell_line	GSM7234153,GSM7234154,GSM7234155,GSM7234156,GSM7234157,GSM7234159,GSM7234160	GSM7234132,GSM7234133,GSM7234134,GSM7234135,GSM7234136,GSM7234137,GSM7234138,GSM7234139,GSM7234140	scaffold_culture	monolayer	GSE230773_liposarcoma_scaffold_vs_monolayer	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230773
GSE223426	true	Epithelial ovarian cancer versus normal ovary	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE223426&file=GSE223426_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE223426_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE223nnn/GSE223426/miniml/GSE223426_family.xml.tgz	GSE223426_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	tissue		Epithelial ovarian cancer	Ovary	ovarian_cancer	normal_ovary	GSE223426_epithelial_ovarian_cancer_vs_normal_ovary	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223426
GSE222862	true	Long-lived plasma cells versus resting B cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE222862&file=GSE222862_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE222862_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE222nnn/GSE222862/miniml/GSE222862_family.xml.tgz	GSE222862_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6934357,GSM6934358,GSM6934359	GSM6934342,GSM6934343,GSM6934344	long_lived_plasma_cells	resting_b_cells	GSE222862_long_lived_plasma_cells_vs_resting_B_cells	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE222862
GSE234446	true	R848 response in human plasmacytoid dendritic cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE234446&file=GSE234446_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE234446_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE234nnn/GSE234446/miniml/GSE234446_family.xml.tgz	GSE234446_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM7468716,GSM7468721,GSM7468733	GSM7468713,GSM7468719,GSM7468724	r848	untreated	GSE234446_pDC_R848_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234446
GSE193382	true	CCN3 knockdown in Hs578T breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE193382&file=GSE193382_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE193382_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193382/miniml/GSE193382_family.xml.tgz	GSE193382_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		CCN3 KD	Control	ccn3_knockdown	control	GSE193382_Hs578T_CCN3_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193382
GSE193971	false	I1 treatment of Kasumi-1 acute myeloid leukemia cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE193971&file=GSE193971_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE193971_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE193nnn/GSE193971/miniml/GSE193971_family.xml.tgz	GSE193971_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	agent		0.125 uM I1	Control	i1_treated	control	GSE193971_Kasumi1_I1_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193971
GSE195803	true	CBL0137 treatment of A673 Ewing sarcoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE195803&file=GSE195803_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE195803_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195803/miniml/GSE195803_family.xml.tgz	GSE195803_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__title__		A673_CBL0137 rep1,A673_CBL0137 rep2	A673_DMSO rep1,A673_DMSO rep2	cbl0137	dmso	GSE195803_A673_CBL0137_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195803
GSE195804	true	CBL0137 treatment of SKNMC Ewing sarcoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE195804&file=GSE195804_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE195804_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195804/miniml/GSE195804_family.xml.tgz	GSE195804_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__title__		SKNMC_CBL0137 rep1,SKNMC_CBL0137 rep2	SKNMC_DMSO rep1,SKNMC_DMSO rep2	cbl0137	dmso	GSE195804_SKNMC_CBL0137_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195804
GSE196226	true	G9a inhibition during human T-cell differentiation	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE196226&file=GSE196226_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE196226_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE196nnn/GSE196226/miniml/GSE196226_family.xml.tgz	GSE196226_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment 3	treatment_1	UNC0642 2uM	DMSO	g9a_inhibitor	dmso	GSE196226_T_cell_G9a_inhibitor_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196226
GSE198630	true	Celastrol treatment of colorectal cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE198630&file=GSE198630_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE198630_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE198nnn/GSE198630/miniml/GSE198630_family.xml.tgz	GSE198630_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	cell_line	Celastrol 2uM,Celastrol 1uM	DMSO	celastrol	dmso	GSE198630_colorectal_cancer_celastrol_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198630
GSE201646	true	YAP knockout in EC9706 esophageal cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE201646&file=GSE201646_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE201646_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201646/miniml/GSE201646_family.xml.tgz	GSE201646_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		YAP-/-	wild type	yap_knockout	wild_type	GSE201646_EC9706_YAP_knockout_vs_wild_type	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201646
GSE208711	true	LIMp27 knockdown in WiDr colon cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE208711&file=GSE208711_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE208711_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE208nnn/GSE208711/miniml/GSE208711_family.xml.tgz	GSE208711_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	sirna		LIMp27 siRNA1,LIMp27 siRNA2	siCtrl	limp27_knockdown	sirna_control	GSE208711_WiDr_LIMp27_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208711
GSE210080	true	Pectolinarigenin treatment of high-lipid Huh-7 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE210080&file=GSE210080_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE210080_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210080/miniml/GSE210080_family.xml.tgz	GSE210080_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6418435,GSM6418436,GSM6418437	GSM6418432,GSM6418433,GSM6418434	pectolinarigenin	dmso	GSE210080_Huh7_pectolinarigenin_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210080
GSE211118	true	Radiation response across human lung cell lines	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE211118&file=GSE211118_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE211118_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE211nnn/GSE211118/miniml/GSE211118_family.xml.tgz	GSE211118_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	cell_line	10 Gy X-ray radiation	control	radiation	control	GSE211118_lung_cells_radiation_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211118
