task_id	model_id	partition_id	enabled	source_input_id	input_relative_path	input_mode	term_column	gene_symbol_column	gene_id_column	effect_column	ratio_column	score_column	pvalue_column	pvalue_max	top_k_per_direction	output_relative_path	dig_identifier
smoke_igvf	SMOKE	IGVF_SMOKE	true	igvf_smoke_fixture	tests/fixtures/igvf_smoke.tsv	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/SMOKE/models/PS1
IGVFDS0523KGZP	IGVFDS0523KGZP	IGVFDS0523KGZP	true	IGVFFI0331FOUT	inputs/IGVFDS0523KGZP/IGVFFI0331FOUT/IGVFFI0331FOUT.tsv.gz	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/IGVFDS0523KGZP/models/PS1
IGVFDS0790MEEM	IGVFDS0790MEEM	IGVFDS0790MEEM	true	IGVFFI3445AYOJ	inputs/IGVFDS0790MEEM/IGVFFI3445AYOJ/IGVFFI3445AYOJ.tsv.gz	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/IGVFDS0790MEEM/models/PS1
IGVFDS2266YDVM	IGVFDS2266YDVM	IGVFDS2266YDVM	true	IGVFFI1867ROFS	inputs/IGVFDS2266YDVM/IGVFFI1867ROFS/IGVFFI1867ROFS.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS2266YDVM/models/PS1
IGVFDS2873EPIU	IGVFDS2873EPIU	IGVFDS2873EPIU	true	IGVFFI0726ZROO	inputs/IGVFDS2873EPIU/IGVFFI0726ZROO/IGVFFI0726ZROO.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS2873EPIU/models/PS1
IGVFDS3405NGXF	IGVFDS3405NGXF	IGVFDS3405NGXF	true	IGVFFI2903THXX	inputs/IGVFDS3405NGXF/IGVFFI2903THXX/IGVFFI2903THXX.tsv.gz	long_de	grna	gene_symbol		avg_logFC			p_val_adj	0.05	200	genesets/IGVFDS3405NGXF/models/PS1
IGVFDS3578UWZK	IGVFDS3578UWZK	IGVFDS3578UWZK	true	IGVFFI8750MLNP	inputs/IGVFDS3578UWZK/IGVFFI8750MLNP/IGVFFI8750MLNP.tsv.gz	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/IGVFDS3578UWZK/models/PS1
IGVFDS3959LESA	IGVFDS3959LESA	IGVFDS3959LESA	true	IGVFFI4354THUZ	inputs/IGVFDS3959LESA/IGVFFI4354THUZ/IGVFFI4354THUZ.tsv.gz	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/IGVFDS3959LESA/models/PS1
IGVFDS4003HZAB	IGVFDS4003HZAB	IGVFDS4003HZAB	true	IGVFFI6770EFUQ	inputs/IGVFDS4003HZAB/IGVFFI6770EFUQ/IGVFFI6770EFUQ.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS4003HZAB/models/PS1
IGVFDS4252LFRU	IGVFDS4252LFRU	IGVFDS4252LFRU	true	IGVFFI8786YBUA	inputs/IGVFDS4252LFRU/IGVFFI8786YBUA/IGVFFI8786YBUA.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS4252LFRU/models/PS1
IGVFDS4389OUWU	IGVFDS4389OUWU	IGVFDS4389OUWU	true	IGVFFI7266NWTF	inputs/IGVFDS4389OUWU/IGVFFI7266NWTF/IGVFFI7266NWTF.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS4389OUWU/models/PS1
IGVFDS5239SBBT	IGVFDS5239SBBT	IGVFDS5239SBBT	true	IGVFFI6830YLEK	inputs/IGVFDS5239SBBT/IGVFFI6830YLEK/IGVFFI6830YLEK.tsv.gz	long_de	grna	target_gene		avg_log2FC			p_val_adj	0.05	200	genesets/IGVFDS5239SBBT/models/PS1
IGVFDS6332VCTO	IGVFDS6332VCTO	IGVFDS6332VCTO	true	IGVFFI0830FXFI	inputs/IGVFDS6332VCTO/IGVFFI0830FXFI/IGVFFI0830FXFI.csv.gz	long_de	intended_target_name	gene_names	gene_name_ensembl		fc	log(pval)-hypergeom				genesets/IGVFDS6332VCTO/models/PS1
IGVFDS6924DJAZ	IGVFDS6924DJAZ	IGVFDS6924DJAZ	true	IGVFFI0068OWUG	inputs/IGVFDS6924DJAZ/IGVFFI0068OWUG/IGVFFI0068OWUG.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS6924DJAZ/models/PS1
IGVFDS7132YVKO	IGVFDS7132YVKO	IGVFDS7132YVKO	true	IGVFFI3272UWTY	inputs/IGVFDS7132YVKO/IGVFFI3272UWTY/IGVFFI3272UWTY.tsv.gz	long_de	dhs	gene_symbol	ensembl_id	log2fc			p_value	0.05	200	genesets/IGVFDS7132YVKO/models/PS1
IGVFDS7340YDHF	IGVFDS7340YDHF	IGVFDS7340YDHF	true	IGVFFI5883SVNN	inputs/IGVFDS7340YDHF/IGVFFI5883SVNN/IGVFFI5883SVNN.csv.gz	long_de	region	gene_names			fc	log(pval)-hypergeom				genesets/IGVFDS7340YDHF/models/PS1
IGVFDS9445RJOU	IGVFDS9445RJOU	IGVFDS9445RJOU	true	IGVFFI5198JCCU	inputs/IGVFDS9445RJOU/IGVFFI5198JCCU/IGVFFI5198JCCU.tsv.gz	long_de	grna	target_gene		avg_log2FC			p_val_adj	0.05	200	genesets/IGVFDS9445RJOU/models/PS1
