gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val
WFDC12	ENSG00000168703.5	4.01071080836562	-0.0754918068927781	4.07757769132196	0.000422147916631178	0.0314298290253048
SLC44A5	ENSG00000137968.16	3.84811211926763	2.02317289155301	4.2220597959836	0.000291954797648098	0.0273770168949086
FRG2HP	ENSG00000260846.2	3.79857256951347	0.664522948213377	3.85722137195608	0.000738869235728528	0.0395103977646857
CYP24A1	ENSG00000019186.9	3.73825743935515	-0.640898901984342	3.92879157108304	0.000616302215023433	0.0377075022696107
ENSG00000257700	ENSG00000257700.1	3.49417586711486	-0.440526569943082	3.86088093204603	0.000732056439195761	0.0395103977646857
CCL27	ENSG00000213927.3	3.49405327571756	4.02880236640306	4.19842759981464	0.000310128303063275	0.0275322713487147
ENSG00000283183	ENSG00000283183.1	3.41539565139174	0.772217386247405	3.67605750446343	0.00116673176941551	0.0472321239214107
KREMEN2	ENSG00000131650.13	3.33034805326184	1.30598294238955	5.41570628246521	1.38290700980686e-05	0.00820225406877736
TSPEAR	ENSG00000175894.14	3.23069687129625	-1.71915281579316	4.26803802071043	0.000259574709693592	0.0261118884956267
PSORS1C3	ENSG00000204528.3	3.22709403631001	-2.22980397227976	4.5512957608955	0.000125657423689918	0.0196721773487535
GDPD2	ENSG00000130055.13	3.21772350023507	3.05344357585892	3.6404912141825	0.00127564142526899	0.049433817110955
GRIK4	ENSG00000149403.12	3.19136249756193	-2.53991669333411	6.36108139545753	1.31150245411489e-06	0.00255403024382532
SLC52A1	ENSG00000132517.14	3.17892943485861	1.53828310721479	4.69535608378315	8.68612711678535e-05	0.0164075171456989
WNT10A	ENSG00000135925.8	3.13928403755999	1.82741129989593	3.62979609631129	0.00131029668322794	0.0494794971736745
ZNF736P9Y	ENSG00000239893.1	3.12099375245785	-2.98475267947037	3.78351624872716	0.000890167407662429	0.0416275923945446
SRY	ENSG00000184895.7	3.10083716574928	-1.13135686576254	3.73948496692419	0.000994686521013431	0.0429112100360685
MYO3A	ENSG00000095777.14	3.0515831258917	-1.16359824405162	4.39703011954489	0.00018658155734651	0.0232012142296918
RGS1	ENSG00000090104.11	3.02888350002405	2.53818273509668	3.62683680743078	0.00132004735892196	0.0497236443845933
LGALS9B	ENSG00000170298.15	2.98582985475559	-2.79270563771858	4.5884842660061	0.000114232350008816	0.0189691513843876
ENSG00000263698	ENSG00000263698.1	2.95248278062828	-1.66572197968728	4.19632087879968	0.000311801934344661	0.0275322713487147
TMEM105	ENSG00000185332.6	2.92474211223872	-1.71856751153395	4.0338158182258	0.000471920753843717	0.033234039807247
PCP4	ENSG00000183036.10	2.89619584514678	0.573192891889806	3.71297580370244	0.00106333099380614	0.0447881047674797
RNASEH2CP1	ENSG00000237659.1	2.89250824661035	-1.51281396240552	3.68394069629112	0.00114385558654625	0.0466363271979278
KCNJ1	ENSG00000151704.15	2.84878127918066	-1.76848810791527	3.88955307647694	0.000680779014217559	0.0390014138145153
COMMD5P1	ENSG00000173966.7	2.8410221241895	-2.85040962005534	3.69965824658353	0.00109955010146299	0.0454902467951489
H1-3	ENSG00000124575.6	2.77026379957249	-2.40981657024083	3.7339353720918	0.00100868706826259	0.0432585517622798
ENSG00000227769	ENSG00000227769.7	2.74206985297489	-1.30173395743292	4.86162093142263	5.67387961129976e-05	0.0128528497256648
ENSG00000277748	ENSG00000277748.1	2.73917209864056	-2.29800384374956	3.91307393531046	0.000641372167704924	0.0382086959766122
HBB	ENSG00000244734.3	2.70429622750401	1.99582517574078	5.7128248975658	6.53852054157729e-06	0.00494561937784946
LINC01698	ENSG00000231648.1	2.70240764983979	-0.51536295128243	3.9157427306605	0.000637045563181104	0.0382086959766122
