gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val
PTCHD4	ENSG00000244694.7	3.92711519437791	-1.08495490893257	3.72779811559413	0.000614502717424448	0.0102683185397384
ENSG00000245869	ENSG00000245869.2	3.78111984558349	1.40550330447251	2.6716058768278	0.0109725284272836	0.0424832053022553
NOX4	ENSG00000086991.12	3.54092552992504	0.287430144980133	2.73546704854137	0.00933930759610673	0.0384896137218593
PCP4	ENSG00000183036.10	3.36591315798061	3.75314694711934	2.76877625904856	0.00857973877510074	0.0365324537914174
DES	ENSG00000175084.11	3.34397339617728	11.9605113180605	3.82198054862113	0.000466403084451036	0.00945471356384045
THBS4	ENSG00000113296.14	3.30558085145479	5.8214536571745	3.18537926839524	0.00284913246804748	0.0198047394577601
ENSG00000280429	ENSG00000280429.1	3.28802017988125	0.789318388913206	2.60099533645857	0.0130826447731088	0.0476013626750347
CNN1	ENSG00000130176.7	3.24115232044989	9.98792418291318	4.06624947702796	0.000225654480025067	0.00783505885743691
ANGPTL7	ENSG00000171819.4	3.19288512287181	2.22308713879551	3.14090819203698	0.00321598924652306	0.0208572893743771
FAM138B	ENSG00000226516.7	3.16007359474957	-2.68607039797371	2.72712107753783	0.00953915512341198	0.0389826831000704
CRMA	ENSG00000174403.15	3.02346295383076	4.76600374101825	2.86284084896085	0.00673338449918933	0.031751983701735
JAZF1-AS1	ENSG00000234336.6	2.99796804885668	-0.672125582806717	3.13392804767487	0.00327748188965461	0.0210479113683833
NKX3-2	ENSG00000109705.7	2.99068867165624	3.6622566654921	2.86424891755317	0.00670879909026407	0.0316684200289905
LINC01697	ENSG00000232079.6	2.96272453323132	-1.94936852287365	2.71687967507229	0.00978980036742845	0.0395338702431824
DPT	ENSG00000143196.4	2.95902234532747	7.99986917484806	4.70865324131278	3.15037948151318e-05	0.00528307387694469
ACTG2	ENSG00000163017.13	2.95416149238862	11.4850760677261	3.24208004667997	0.00243873147147467	0.0182594295568693
SERTAD4-AS1	ENSG00000203706.8	2.91970648875554	2.77014030701154	3.56516561557197	0.000983301294420424	0.011988037588913
MYL9	ENSG00000101335.9	2.91745353635726	11.5924392977674	4.24395276093663	0.000131903397810636	0.0068394050154713
MYH11	ENSG00000133392.17	2.88482687501455	12.545527527484	3.85212212004965	0.00042678599489885	0.00917730386727577
PDZRN4	ENSG00000165966.14	2.87158979005109	4.66594895932752	3.29187684113872	0.00212523260303277	0.0169507213502072
SLURP2	ENSG00000283992.1	2.84810827776937	2.02473329674613	3.03901261003496	0.00423202346115214	0.024250147552763
NXPH3	ENSG00000182575.7	2.80071768057374	3.51909988305001	3.57502389615476	0.000955896594349334	0.0118898343278604
LINC01160	ENSG00000231346.5	2.77382498000893	2.06401173286426	3.24266524645601	0.00243480429778272	0.0182414336729139
TCF15	ENSG00000125878.6	2.74403505125531	-0.348111633107315	3.11356660596933	0.00346327575536261	0.0217331257057202
FOXD3	ENSG00000187140.5	2.73624408332998	1.28841069090574	3.21757327629899	0.00260870315510186	0.0188739070335605
FGFBP2	ENSG00000137441.7	2.72999314511734	1.87287457312061	3.81199672049807	0.000480294210407316	0.00950106921212759
H19	ENSG00000130600.17	2.66071089549291	4.56212744213198	3.12161636838761	0.00338866357791416	0.0214375045920666
FMO2	ENSG00000094963.13	2.64731981575416	3.43806994043481	3.4884411129938	0.00122394881722864	0.0131061611660139
LMO3	ENSG00000048540.14	2.6351006769922	6.15550844893397	3.72824594797279	0.000613701112201908	0.0102640554669423
OMD	ENSG00000127083.7	2.61045969582127	2.25354173604824	3.48361975016147	0.00124082361315579	0.01321189401521
ENSG00000279821	ENSG00000279821.1	2.60286376631944	2.90490597422316	2.69292305672418	0.0104000983539305	0.041165039129426
TCEAL2	ENSG00000184905.8	2.59954518979356	3.92000967233396	2.8314701429022	0.00730342035819298	0.0330346243096677
SYNM	ENSG00000182253.14	2.59034220959129	9.41074352417744	3.49275278940477	0.00120904454145339	0.0129984399413724
ENSG00000272755	ENSG00000272755.1	2.58224877457039	-1.95187622268135	3.11621221952605	0.00343858425187667	0.0216215230728985
MGP	ENSG00000111341.9	2.58080500725943	8.78775727149185	5.0272386532978	1.1598551129956e-05	0.00412429879510429
TPM2	ENSG00000198467.13	2.56790156031614	10.8917683516647	3.98395551112075	0.000288662668817041	0.00835187589041493
MIR99AHG	ENSG00000215386.11	2.54507419123251	1.15553327944106	3.54826407672296	0.00103205203239618	0.0121911957688459
SPEG	ENSG00000072195.14	2.54104328251776	8.60356415934832	4.064143357284	0.00022708559772782	0.00783505885743691
ENSG00000280216	ENSG00000280216.1	2.53402653579924	-1.79734999602703	2.82921347628415	0.00734611376474822	0.0331351365824931
ENSG00000280073	ENSG00000280073.1	2.53253483775728	0.707950034117365	3.26246103529043	0.0023054443149959	0.0177244597315813
PAX9	ENSG00000198807.12	2.53213248012755	0.145453709368352	2.97230791650921	0.00505353538234733	0.0270029876390462
KCNIP1-OT1	ENSG00000253647.1	2.52798562010794	-1.08969430764352	2.61229121877523	0.0127217546256086	0.0467528033730273
HSPB8	ENSG00000152137.6	2.52723315297688	7.7934754479972	3.81791059198845	0.000472018235059686	0.00946618107503684
SDR9C7	ENSG00000170426.1	2.52698972668499	-1.87457009038312	3.614036778413	0.000854480136407392	0.0115619240060832
TAGLN	ENSG00000149591.16	2.51708800984914	11.0818445363765	3.96322566445351	0.000307057246652042	0.00855660119676359
CASQ2	ENSG00000118729.11	2.51382749786678	5.61000870092343	3.1816975581805	0.00287792991722734	0.0198944717355038
LINC02881	ENSG00000277288.3	2.51205396975973	-2.11448590231687	2.91947897755929	0.00580804964073431	0.0292301147782079
BMPR1B	ENSG00000138696.10	2.50988147355974	1.26260731748219	3.49699612822031	0.00119454655883067	0.0129090756432438
ASPN	ENSG00000106819.11	2.50863434659523	4.4834700345941	2.84092854721046	0.00712698223588716	0.0326138820284161
C12orf54	ENSG00000177627.9	2.50842259026144	-1.4517235453935	2.99430401835888	0.00476736944348976	0.0261104531416929
MEOX2	ENSG00000106511.5	2.49104091631666	2.63838618460292	2.90581965764108	0.00601963877604173	0.0297763643643971
NALT1	ENSG00000237886.1	2.48265574429589	3.18148834020707	2.60474798680559	0.0129617216870795	0.0473264107167044
ENSG00000283175	ENSG00000283175.1	2.46882968208628	1.59700029383318	2.77676153795371	0.00840637354099847	0.0360805548096511
PLA2G5	ENSG00000127472.10	2.45948097420342	3.36744800402968	3.01118627210817	0.00455814071935775	0.0254189426932831
CSDC2	ENSG00000172346.14	2.45545788516332	4.10097929195443	3.15590051031418	0.00308758362473083	0.0204987612724265
HSPB6	ENSG00000004776.12	2.4241187635833	7.1015204298372	4.09487569619031	0.000207053225376615	0.00760502482164142
RAMP1	ENSG00000132329.10	2.40842871887487	6.22452076411287	2.95589386726345	0.0052775048875097	0.0276029230847138
CARMN	ENSG00000249669.9	2.40768774163293	9.46981578386016	4.04326865084274	0.000241756823474943	0.00789324588275032
CDC20P1	ENSG00000231007.5	2.40156590060289	-0.363218206820814	3.14561574221452	0.00317513559091379	0.0207355343075601
LMOD1	ENSG00000163431.12	2.39795643864228	9.15651360850654	4.44363798393563	7.16061581341681e-05	0.00628345661602394
PDGFRL	ENSG00000104213.12	2.39623792079816	2.77193425986739	2.84561789683345	0.00704098776271551	0.0324748186541095
C20orf203	ENSG00000198547.8	2.3894570935937	-0.734706241480986	3.48297012099808	0.00124311430347028	0.0132236385585917
SEC24AP1	ENSG00000267361.1	2.38553878680018	-1.09467808908219	2.62644752381303	0.012282403171656	0.0457188638581316
OTOGL	ENSG00000165899.10	2.3812699569425	1.77215632976304	2.87988418542519	0.00644137652954252	0.0308805829872343
KLHL30-AS1	ENSG00000279484.1	2.3633354288682	-0.707039657173331	2.65406673652689	0.0114651636961228	0.0436969773824224
ZFHX4	ENSG00000091656.15	2.35107511676723	3.99809018489223	2.75609814812877	0.00886182055519463	0.0372188536823939
NPC1L1	ENSG00000015520.14	2.34023059089769	1.49521596682716	3.18035512220822	0.00288849861297753	0.0199163012784237
CDHR4	ENSG00000187492.8	2.33116279532918	-0.905796598512778	2.92766066535523	0.00568466760614159	0.0288410121497978
NCS1	ENSG00000107130.9	2.33075537788015	7.30300189501148	3.29400110077675	0.00211275162347833	0.0168930187280417
PPP1R14A	ENSG00000167641.10	2.31829472158013	6.48647995493593	4.15147360327868	0.000174573580069416	0.00734860282194143
KCNMB1	ENSG00000145936.8	2.31213410550515	6.92742439207648	3.3792506998785	0.00166573915189532	0.015113967512511
MRGPRF-AS1	ENSG00000256508.2	2.3117933191326	1.19069214645129	3.43456213311763	0.00142569744768489	0.0141305801912494
SYNPO2	ENSG00000172403.10	2.30802798052361	10.0283359724214	3.61429607866053	0.000853842054002421	0.0115619240060832
RHAG	ENSG00000112077.15	2.30791356103933	-1.510518891152	2.79714275150723	0.00797852992059849	0.0350041459866108
PHLDA3	ENSG00000174307.6	2.29816257394162	6.47843003615365	4.82065024079805	2.22014303961422e-05	0.00476264593404656
CPXM2	ENSG00000121898.12	2.29434374271497	6.48644433824561	3.248607206307	0.00239526774140699	0.0180746961507056
NRXN1	ENSG00000179915.22	2.29098658470953	4.54615812825763	2.96895012530318	0.00509861351045066	0.0271195322180694
LINC00607	ENSG00000235770.5	2.28614720340268	-0.967491000944139	2.80301938320511	0.00785898159562025	0.034633362817677
ENSG00000272823	ENSG00000272823.1	2.28295295579624	-1.98989795328615	2.6821381171296	0.0106861658448531	0.0418402265787016
ENSG00000278983	ENSG00000278983.1	2.27570817168215	-1.36194011024442	2.78814443245657	0.00816486430555021	0.035537950919874
SPSB4	ENSG00000175093.4	2.27510783391439	-1.29687563131365	2.92540268803669	0.00571847095310454	0.0289616504658305
ENSG00000260244	ENSG00000260244.1	2.27147572077669	4.61548756789505	3.46754668852391	0.00129870579798868	0.0135837422218314
SCRG1	ENSG00000164106.7	2.2600734830676	3.00661217386516	2.66977689696195	0.01102297277738	0.0426082475210438
MGARP	ENSG00000137463.4	2.25536651294703	-1.47997232526174	3.59228782786365	0.000909665351116017	0.0116942742126359
ENSG00000283213	ENSG00000283213.1	2.24448887550931	-1.61869676283408	2.5843384695861	0.0136319924651567	0.048945915213262
ENSG00000273113	ENSG00000273113.1	2.24422374965791	-1.9121456790993	3.04142258491004	0.00420483806539061	0.0241736359180185
FLNC	ENSG00000128591.15	2.23350498500001	9.0884379831658	2.87839997069223	0.00646632782332154	0.0309359623952888
DYNC1I1	ENSG00000158560.14	2.23176826641879	3.7517917988916	2.63024965552158	0.0121668029811371	0.0454624317845732
JPH2	ENSG00000149596.6	2.22821368511471	6.5855153009409	3.31166656809081	0.00201162958212905	0.0164557608064232
PDLIM7	ENSG00000196923.13	2.22706385957177	8.66696140205409	4.13976319641969	0.000180857261697703	0.0073516534453861
