gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	GMT_category
MUC7	ENSG00000171195.10	5.13703097542837	-3.64186844686664	2.29271325960384	0.0377290188051551	0.617405202569385	
NR0B2	ENSG00000131910.4	4.075823008854	-2.05148288727807	2.95447611982802	0.0103764885992455	0.538632209436583	
IL17D	ENSG00000172458.4	3.21026118712422	3.2284621139023	2.97344359623917	0.0099927715559686	0.538632209436583	
SLC44A5	ENSG00000137968.16	3.16978791503569	-0.402474997437631	3.43623580799246	0.0039701459487059	0.454998743264295	
CXCR6	ENSG00000172215.5	3.00895989700675	1.08275249653407	3.03847119389912	0.008780449530946	0.527857985353761	
MYLK3	ENSG00000140795.12	2.9370212851557	3.34912493690059	2.99800078131543	0.0095166801553397	0.536316049415387	
UNC13C	ENSG00000137766.16	2.825163985198	0.389515129486792	4.80419436437935	0.0002740069411093	0.339122781092577	Up
RTP2	ENSG00000198471.1	2.80531050638946	-1.79005638486961	2.7016909480041	0.0171001429362984	0.6023790259208	Down
ENSG00000224114	ENSG00000224114.1	2.78663906839189	-0.551692402796844	1.78739162529164	0.0953560559951232	0.652343946685429	
LGR5	ENSG00000139292.12	2.7722721223245	4.72740266850785	3.13117978270783	0.0072995245536004	0.518494353447931	
ENSG00000267423	ENSG00000267423.1	2.65418246693845	-1.37443471010545	2.94591358632391	0.0105544287438107	0.539105989543408	
MIR3147HG	ENSG00000260653.5	2.63538459464292	-0.366771517563685	3.33515518768683	0.0048580807106686	0.481297841012968	
PRL	ENSG00000172179.11	2.58896453285815	-1.78952098734545	1.83692946359731	0.0873624856695924	0.649351960784271	
ZG16B	ENSG00000162078.11	2.58643708512549	-3.66229077242271	1.50773136181946	0.153673535435646	0.690334910755298	
LRRC30	ENSG00000206422.2	2.56936693182562	1.08506152688867	4.24698684977317	0.0007987077725503	0.358449446220177	
KY	ENSG00000174611.11	2.52594285878479	-2.77487004690077	1.67075224513973	0.116783813222249	0.666019486068691	Up
USP6	ENSG00000129204.16	2.48778160780362	4.211369060212	3.82467851578395	0.0018324713372146	0.394732874792891	
CLCN1	ENSG00000188037.10	2.47732494441279	3.07937507494626	7.38419069911867	3.26986427801841e-06	0.0445944090236151	
NYAP2	ENSG00000144460.12	2.43676969486175	-1.64934275285095	1.96536805830204	0.0693615750637358	0.640391796922763	Up
SIM1	ENSG00000112246.9	2.39067135414585	-2.02257381756812	2.12260891790812	0.0519473521430646	0.621354060497295	Up
FGGY-DT	ENSG00000224609.6	2.35261305584412	-1.43458697640264	2.43448691718141	0.0287664680763732	0.617405202569385	
PLA1A	ENSG00000144837.8	2.34523374789355	2.89753858182125	3.34892853897017	0.0047262720413875	0.481147100880826	
ENSG00000213058	ENSG00000213058.3	2.32419570187356	-2.23034948110736	1.21566339211254	0.244052673148125	0.749446254686869	
ENSG00000262855	ENSG00000262855.1	2.3188252521869	-0.850033589881276	2.93095367310117	0.0108725465674405	0.539733720643476	
AREG	ENSG00000109321.10	2.26583032419745	1.44832359104217	3.03224861932126	0.0088898756852661	0.527857985353761	Up
UGT3A1	ENSG00000145626.11	2.25350231483294	1.31880749457853	2.68481430303943	0.0176762058109597	0.607841222807825	
LINC01634	ENSG00000235295.1	2.24940098208002	-0.0930075492525663	2.95424433707308	0.0103812662242059	0.538632209436583	
USP32P2	ENSG00000233327.10	2.22162561551996	0.588647997319237	3.72327602850861	0.0022409118093841	0.412993989951088	
FAM106A	ENSG00000273018.5	2.15296724926153	-1.10883640524281	2.87080259570089	0.0122494972513878	0.553886407760743	
MTND1P23	ENSG00000225972.1	2.13775337923612	1.74401141783587	1.53311460881382	0.14734924678732	0.68653785766436	
FAM131B	ENSG00000159784.17	2.13659746960851	0.26907298947188	6.86611986908276	7.39938800250968e-06	0.0504564267891135	
MIR122HG	ENSG00000267391.4	2.08572423751201	-0.906239427586173	2.743281509773	0.0157572557928204	0.598397190999651	
MYH6	ENSG00000197616.11	2.06462635803108	7.8551547602063	2.18878012876566	0.0459074886524903	0.617405202569385	
B4GALNT3	ENSG00000139044.10	2.02953197652358	0.657602622184647	2.32841823260023	0.0352509272500629	0.617405202569385	
IDO1	ENSG00000131203.12	2.00667800933228	-0.223053465463556	3.27146710916033	0.0055169797517426	0.483471267605632	
PDE11A	ENSG00000128655.16	2.00008689848805	3.06279579092817	2.49654147534643	0.0255173380580711	0.607841222807825	
SPX	ENSG00000134548.9	1.9806823877248	-0.235027339620032	3.44155576192725	0.0039282057405751	0.454998743264295	
PPDPFL	ENSG00000168333.13	1.96140761526381	7.00705847950768	1.83481337080699	0.0876913187940427	0.649351960784271	Down
FAM13C	ENSG00000148541.12	1.95820635193334	2.80837353535723	2.5341065274251	0.0237244107062638	0.607841222807825	
ENSG00000273301	ENSG00000273301.1	1.95565822648019	-2.04879240545997	1.52513315684093	0.149313671503435	0.686883135133434	
ITGB6	ENSG00000115221.10	1.95315970907628	3.04690434010376	3.09114862388374	0.0079059057332454	0.522882268958674	
RFLNA	ENSG00000178882.14	1.95313362827177	-1.67365855479261	1.89418767262192	0.0788738522016094	0.64718371150177	
HMGCS2	ENSG00000134240.11	1.92071524597349	0.190439372494991	1.57713077071044	0.136905533740305	0.681180525537978	
LINC01697	ENSG00000232079.6	1.91751896992016	-0.405889968967105	1.41592067603857	0.178483366218684	0.709252957019349	
HS3ST5	ENSG00000249853.7	1.90755035737321	-1.77052088807443	2.03074028535927	0.0615575022859655	0.628560767295566	
SLC38A4	ENSG00000139209.15	1.90388260584501	2.71164160852118	2.22280834464712	0.0430627549797925	0.617405202569385	
ACTA2-AS1	ENSG00000180139.11	1.88228837960041	0.0176356570834089	2.87080353684543	0.0122494744227011	0.553886407760743	Up
HCN1	ENSG00000164588.6	1.87415466677718	-1.73675610538653	1.91517066180638	0.0759539794133389	0.64718371150177	Up
KLHL33	ENSG00000185271.7	1.86036587193517	4.12574794729266	2.08162313300601	0.056049528789266	0.627939722397385	
FBXO40	ENSG00000163833.7	1.84865113852453	6.27021444231444	3.21706169594724	0.0061500100220491	0.498102384998533	
ANGPTL2	ENSG00000136859.9	1.8474459772509	5.71432346260262	2.7055040073974	0.0169725354108503	0.601339356310586	
RYR3	ENSG00000198838.13	1.84173872117016	5.07685245841115	3.78619529382205	0.0019777570991798	0.401302752379552	
NOTUM	ENSG00000185269.11	1.83882684302077	-0.0062550326370647	2.64523986320958	0.019101780803692	0.607841222807825	
DENND2C	ENSG00000175984.14	1.83808812475989	4.74767267045354	3.27492570431628	0.0054790086860648	0.483471267605632	
SLC25A34	ENSG00000162461.7	1.83615090647912	4.23956692762445	2.95042916666827	0.010460218318412	0.538632209436583	
GSDMC	ENSG00000147697.8	1.83551613091706	-0.646934334403971	1.89022242590342	0.0794368721159539	0.64718371150177	
SCN2B	ENSG00000149575.5	1.83254375864272	0.787718383927273	2.46712702504729	0.027011127055342	0.608964101636581	
ESRRG	ENSG00000196482.16	1.83127296531925	2.02647187885613	3.04909680148787	0.0085966635849003	0.527857985353761	
SLC45A3	ENSG00000158715.5	1.82504186486151	-0.0327508883615869	3.07130513645271	0.0082247329818127	0.522882268958674	
MYH7B	ENSG00000078814.15	1.81933421753172	4.47378042158116	2.46067857164709	0.0273496016875954	0.613476756275372	
SGCG	ENSG00000102683.7	1.7925979575515	4.5924695069423	2.49503644828755	0.0255918109051851	0.607841222807825	
ACE	ENSG00000159640.15	1.78510092659062	1.52966124060933	4.67359593991232	0.0003510097693475	0.339122781092577	
ACSL6	ENSG00000164398.12	1.7830435194795	-0.0261653501162398	2.56780766950739	0.02221936701363	0.607841222807825	
FAM184B	ENSG00000047662.4	1.78052117251288	-0.156094269907142	2.10132637378945	0.0540414890709327	0.625542154460021	Up
ART5	ENSG00000167311.13	1.77569361202859	1.69770714391263	4.07605517616053	0.0011159107296493	0.358449446220177	
COL21A1	ENSG00000124749.16	1.76901208663009	0.767676931023393	1.68493020662736	0.113972024325697	0.661425730959086	
ENSG00000187951	ENSG00000187951.10	1.76150070587644	-0.129156679895315	3.11632253131999	0.0075189987381178	0.518571763896484	
MSTN	ENSG00000138379.4	1.75073102399409	0.250987818815309	2.45171994927294	0.0278265625471862	0.617405202569385	
AGBL1	ENSG00000273540.3	1.74673749232952	4.26736859581968	4.36803278870512	0.0006313059847328	0.344390040791447	
PIGR	ENSG00000162896.5	1.73922325595981	-1.21828136094613	1.54349931210117	0.144826148189987	0.68361105545751	
KBTBD13	ENSG00000234438.3	1.73582353482712	-0.736394153741409	2.58037521570136	0.0216819874001842	0.607841222807825	
LINC02397	ENSG00000205056.8	1.7286950180698	-0.0876025012526664	2.1442721563224	0.0498931776087725	0.617790248350341	
FILIP1L	ENSG00000168386.18	1.72766684846224	5.20258137820837	3.29139974458398	0.0053016940354077	0.483471267605632	
ATP1B4	ENSG00000101892.11	1.72076628483457	3.4849353573265	2.21205497505138	0.0439434119849951	0.617405202569385	
FLRT3	ENSG00000125848.9	1.72024559890322	0.173639734521432	3.16159145250686	0.0068699103085262	0.513517750866805	
TTTY14	ENSG00000176728.7	1.69712167848407	-0.189431718473934	1.08886933544195	0.294451748764255	0.780335798299917	
LINP1	ENSG00000223784.1	1.69203931830775	-0.0111201677678889	2.38112021176814	0.0318727233182155	0.617405202569385	
ANGPT1	ENSG00000154188.9	1.68922241202595	2.02579480108233	3.4939492005362	0.003538197794993	0.454998743264295	
RBM38-AS1	ENSG00000218018.2	1.68425480573546	-0.609537238028653	3.25669380138322	0.0056821504118584	0.483471267605632	
CA3	ENSG00000164879.6	1.68159230276177	8.83302823120707	1.72257461384845	0.106791371098762	0.658557056630307	
TSPOAP1	ENSG00000005379.15	1.6773599426083	2.31272002430383	4.16621395468544	0.0009351535101342	0.358449446220177	
EIF1AY	ENSG00000198692.9	1.65938015047218	3.19983121738543	0.805010714440487	0.434163328550738	0.8335662139263	
UTY	ENSG00000183878.15	1.64782100477079	1.88977986112822	0.825396892197597	0.422876105003981	0.828502015696975	
PER3	ENSG00000049246.14	1.64406297758887	3.4358275596009	3.34137960816448	0.0047980646516932	0.481147100880826	
GNAL	ENSG00000141404.15	1.63888426393295	4.09736551911227	2.75418811517493	0.0154224368851547	0.594155915931467	
GLDC	ENSG00000178445.9	1.60971889114086	-0.472734141844335	2.95315523083252	0.0104037444467641	0.538632209436583	
CCL21	ENSG00000137077.7	1.60848215617229	-1.24963003214059	1.72785561351121	0.105816441754285	0.658516765336153	
KIAA0408	ENSG00000189367.14	1.60465541096514	4.58304379216433	3.0856885644869	0.0079923919827002	0.522882268958674	
TTC39B	ENSG00000155158.20	1.60122297127479	2.62761857107566	4.52741714394808	0.0004642171151274	0.339122781092577	
SMCO1	ENSG00000214097.4	1.59683772960376	1.33412506837163	1.89753278928643	0.0784016832658846	0.64718371150177	Down
PRR33	ENSG00000283787.1	1.57150799136642	2.13068908575021	2.60122191975845	0.0208180996146014	0.607841222807825	
INPP5J	ENSG00000185133.13	1.5648465150835	0.388397946520759	3.81922275344866	0.0018523906721473	0.394732874792891	
LRRC7	ENSG00000033122.18	1.5636977191181	-0.259734112126586	2.41599237945116	0.0298088146212783	0.617405202569385	
RAB3A	ENSG00000105649.9	1.54880667666301	0.0088250885905517	3.37291548959444	0.0045052074881257	0.480610506198706	
TXLNB	ENSG00000164440.14	1.54863625000398	7.58861544735695	1.94010079209546	0.072612074747691	0.644728195151294	
FBXL22	ENSG00000197361.7	1.54021319674868	-1.08256932820672	3.43654780551888	0.0039676739351075	0.454998743264295	
