gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val
ENSG00000270640	ENSG00000270640.1	6.88252228173071	-2.32199228102952	7.20880871584197	7.59673414853033e-05	0.0415190885979343
ENSG00000279353	ENSG00000279353.1	6.86804280921138	-2.67172529695189	6.70350238113669	0.000128208974461595	0.0434632868990724
DEFA3	ENSG00000239839.6	5.03756192911009	-1.99394800010036	6.60859855291391	0.000141903346223172	0.0434632868990724
SFRP4	ENSG00000106483.11	5.01834815341735	1.95718919635038	6.24201255155735	0.000212115107241749	0.0459387377931444
ADCYAP1	ENSG00000141433.12	4.82255882039645	-0.686139493305364	6.54759185371924	0.000151552956739829	0.0437183459398985
NOX4	ENSG00000086991.12	4.64032516693701	1.99247731186601	7.56363669559826	5.34649164082876e-05	0.0385375117470937
OMD	ENSG00000127083.7	4.23900821541949	2.48708326085826	6.32903181667403	0.000192528531977058	0.0459387377931444
OR7E47P	ENSG00000257542.4	3.98265684772061	-0.0177932572517615	8.83852883510479	1.66950210841846e-05	0.0267417137721783
HILPDA	ENSG00000135245.9	3.9065730889452	4.13203100641774	9.22550906508702	1.2049194218879e-05	0.0233321209032589
SLC2A3	ENSG00000059804.15	3.89780362723685	5.47528009711173	8.02003506303657	3.4656659745846e-05	0.0368402669753151
ANGPTL4	ENSG00000167772.11	3.85334119922404	4.25380409853769	9.23514420225632	1.19535133445026e-05	0.0233321209032589
FRZB	ENSG00000162998.4	3.78344556581728	2.6256818669424	7.18193777442037	7.80567825491222e-05	0.0415190885979343
ADAMTS4	ENSG00000158859.9	3.68739296287122	7.36007991750765	6.61899009715412	0.0001403281047971	0.0434632868990724
DEPP1	ENSG00000165507.8	3.65947408015862	6.9749221060364	11.4756673785153	2.21756176324415e-06	0.0108768083399981
ENSG00000276337	ENSG00000276337.1	3.64574872423466	-1.22601364373632	6.88674231765282	0.000105701580753072	0.0429976851558753
MAFF	ENSG00000185022.11	3.50706603499649	4.7807221522933	6.15974088270055	0.000232661598447469	0.0491850849485084
THBS2-AS1	ENSG00000226445.1	3.45611043832728	-0.669164679202429	6.10239818017013	0.000248271865082911	0.0497095445421561
F2RL1	ENSG00000164251.4	3.40440090156811	1.8010879423102	6.28336662138662	0.000202546843337662	0.0459387377931444
KCNE4	ENSG00000152049.6	3.17341146508277	3.39743660158078	7.89235197026145	3.9047582223456e-05	0.0368402669753151
ERAP2	ENSG00000164308.16	3.14480071775641	1.95545215689404	6.07545605866294	0.000256000203989017	0.0497348094080414
ENSG00000274565	ENSG00000274565.1	3.10640070428401	1.16971166910093	8.02793117048487	3.44036401404748e-05	0.0368402669753151
PAMR1	ENSG00000149090.11	3.08652248391551	3.59840160950635	11.0334609082508	3.01798233629248e-06	0.0108768083399981
ERRFI1	ENSG00000116285.12	2.98147276337567	5.55182387896762	8.32670897571997	2.61812267025378e-05	0.0368402669753151
SVEP1	ENSG00000165124.17	2.98097674105073	4.2503198947825	6.93071889992369	0.000100972730994546	0.0429976851558753
LINC01679	ENSG00000237989.1	2.95721470031529	1.54236968762385	6.25416031771409	0.000209253914198811	0.0459387377931444
CD200	ENSG00000091972.18	2.92749049053466	2.46915113030583	6.12407133980533	0.000242240637579363	0.0491850849485084
BHLHE40	ENSG00000134107.4	2.91393498173746	6.87395602997875	6.64409852425978	0.000136600802520761	0.0434632868990724
IER3	ENSG00000137331.11	2.76586403561954	4.83763349554306	10.384305435667	4.84222297328624e-06	0.0139610972765789
PTGIR	ENSG00000160013.8	2.69914680964503	4.20509724304678	6.29513962772008	0.000199910326647352	0.0459387377931444
CXCR4	ENSG00000121966.6	2.688752506892	2.02814937171103	6.50744255425248	0.00015829649215338	0.0438846582862138
ENSG00000270055	ENSG00000270055.1	2.63006418787106	1.22690361216825	6.67885183092059	0.000131620346463998	0.0434632868990724
SPATA18	ENSG00000163071.10	2.62520315459198	0.885329025605669	7.19896239782557	7.6725723167603e-05	0.0415190885979343
ARID5A	ENSG00000196843.15	2.61712579516253	5.41405289067628	7.68339761040362	4.76234014385685e-05	0.0381410530632446
GEM	ENSG00000164949.7	2.54168355697357	4.73759436316412	11.0902051254467	2.899201726062e-06	0.0108768083399981
PHLDA1	ENSG00000139289.13	2.42109852540906	4.5921355375966	6.85057028130504	0.00010977442307455	0.0429976851558753
RNF152	ENSG00000176641.10	2.40706620107885	4.16947489192451	7.31664546042424	6.81817755756125e-05	0.0415190885979343
ARRDC3	ENSG00000113369.8	2.40076283507591	5.14243861480803	6.44475662170554	0.000169494872882878	0.044426147045083
PDGFD	ENSG00000170962.12	2.38837098997148	4.39022855747044	6.88244156277114	0.000106176992795101	0.0429976851558753
MB21D2	ENSG00000180611.6	2.36333034419274	2.31372526547076	6.9244272031375	0.000101634755504829	0.0429976851558753
PLXDC2	ENSG00000120594.16	2.33105431987294	4.99033244543641	8.1336456818331	3.12059595221537e-05	0.0368402669753151
CYP4X1	ENSG00000186377.7	2.23848907358123	1.69762522437018	6.67381119986361	0.000132330153213157	0.0434632868990724
EPHA3	ENSG00000044524.10	2.23541609427876	3.43449623999176	6.81207469893475	0.00011429977614595	0.0429976851558753
SMOC2	ENSG00000112562.18	2.21286006728071	5.10029042013688	6.2504118698219	0.000210132246950004	0.0459387377931444
KCNQ1OT1	ENSG00000269821.1	2.15092832206517	2.53232678393567	6.5201372085985	0.000156129252614039	0.0438846582862138
BGN	ENSG00000182492.15	2.09775194112894	8.55192070194127	6.54711400965066	0.000151631333032389	0.0437183459398985
IPMK	ENSG00000151151.5	2.07631719214253	2.40922119991593	6.59035068659442	0.000144716826522994	0.0434632868990724
RERG	ENSG00000134533.6	2.06564361745112	3.02880816498499	6.45978241146568	0.000166733374469073	0.044426147045083
VEGFA	ENSG00000112715.21	2.06376760099719	8.06647347934777	7.28630869878473	7.02789869252208e-05	0.0415190885979343
MXD1	ENSG00000059728.10	2.06044195922442	3.54915577508544	7.16593398307788	7.93312976662267e-05	0.0415190885979343
SMIM3	ENSG00000256235.1	1.99146318113238	5.33630304787305	7.90803156352545	3.84765899340022e-05	0.0368402669753151
EPB41L4A-AS1	ENSG00000224032.6	1.98387662859281	2.88216846603504	6.41647114633102	0.000174830765329512	0.0450064341605402
CPE	ENSG00000109472.13	1.96926060341583	5.89523782542526	6.79540514343373	0.000116322816390062	0.0429976851558753
EIF2AK3	ENSG00000172071.11	1.96870270527447	3.98635113856772	7.31131472453931	6.85452345914774e-05	0.0415190885979343
NCOA7	ENSG00000111912.19	1.91898647242916	4.03211409378991	6.81683997894991	0.000113728602709696	0.0429976851558753
NBL1	ENSG00000158747.13	1.8934225333896	6.20686802761369	7.14976953605141	8.06419589859988e-05	0.0415190885979343
NFIL3	ENSG00000165030.3	1.80760771661276	5.43702201848184	6.71949008548191	0.000126048551988661	0.0434632868990724
SLC30A7	ENSG00000162695.11	1.7962356618969	3.69157542378956	6.93051242441898	0.00010099438115185	0.0429976851558753
YOD1	ENSG00000180667.10	1.79037590031232	3.54252338918529	6.06609138981135	0.000258747967924744	0.0497348094080414
RORA	ENSG00000069667.15	1.76030433761924	4.41555287362232	7.05813934297706	8.85383002336582e-05	0.0429976851558753
NR1D1	ENSG00000126368.5	1.67616707202452	4.79655563347332	6.0776410133438	0.000255363715156357	0.0497348094080414
TSHZ3	ENSG00000121297.6	1.653815084971	3.32991829212912	6.31279893204361	0.000196026023363016	0.0459387377931444
TGFBR1	ENSG00000106799.12	1.65040329625185	4.24306466952556	6.61106291042664	0.000141528024544606	0.0434632868990724
EXT1	ENSG00000182197.10	1.63620299665505	4.4036181736428	7.7795261272078	4.34437110557961e-05	0.0368402669753151
AXL	ENSG00000167601.11	1.6234538641188	5.56561210474435	6.32574946689769	0.000193230168760946	0.0459387377931444
FGF2	ENSG00000138685.13	1.57417934531093	3.49822500644581	6.14209657476994	0.000237346952927768	0.0491850849485084
RLF	ENSG00000117000.8	1.5634500580042	4.2179219239537	6.83037151165272	0.000112123765459552	0.0429976851558753
HTRA1	ENSG00000166033.11	1.46102635105818	5.44421695352837	6.47182725389903	0.000164555443604779	0.044426147045083
KDM7A	ENSG00000006459.10	1.4302825172516	4.90190439743143	6.23617413617908	0.000213505509998659	0.0459387377931444
PPP1R1A	ENSG00000135447.16	-1.95259131631008	6.21120599702462	-6.13054780291694	0.000240469705785519	0.0491850849485084
POLR3B	ENSG00000013503.9	-2.06198315815815	2.5626540128422	-6.32889947323168	0.000192556767550436	0.0459387377931444
PLEKHH1	ENSG00000054690.13	-2.35995716162555	2.43893211678287	-6.25318868116841	0.000209481199313245	0.0459387377931444
GPAM	ENSG00000119927.13	-2.53421868870388	3.37589785254204	-7.83590078579233	4.11823043589046e-05	0.0368402669753151
IDH1	ENSG00000138413.13	-3.11509794429919	3.36420109966119	-7.59764905857676	5.17292074386835e-05	0.0385375117470937
ENSG00000224114	ENSG00000224114.1	-5.99091301722686	0.148710418835178	-9.13895254803355	1.29479028319972e-05	0.0233321209032589
ENSG00000213058	ENSG00000213058.3	-8.34127749706921	-2.01591912007226	-14.1062503930761	4.31053609626473e-07	0.00621406883637524
