gene_symbol	gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	GMT_category
FGF23	ENSG00000118972.1	7.27524923224384	-1.75452879019669	4.51340839500929	0.0017897234590541	0.081231255484658	Up
COMP	ENSG00000105664.10	7.12213865057904	2.0129447802312	5.9801668655201	0.0002855258508046	0.0534207696332018	Up
ENSG00000270640	ENSG00000270640.1	6.88252228173071	-2.32199228102952	7.20880871584197	7.59673414853033e-05	0.0415190885979343	
ENSG00000279353	ENSG00000279353.1	6.86804280921138	-2.67172529695189	6.70350238113669	0.0001282089744615	0.0434632868990724	
BMP10	ENSG00000163217.1	6.78517211013921	0.480678116888858	1.17209431840808	0.273684699077324	0.534539848516286	Up
GDF15	ENSG00000130513.6	5.59897251940858	-0.422195368921337	4.64424353159106	0.0015006468606398	0.0792292318828991	Up
ITLN1	ENSG00000179914.4	5.51586676369732	0.785932635174519	1.29725032856062	0.229421505512853	0.491484140758265	Up
EIF1AY	ENSG00000198692.9	5.49813862040837	2.67189086719912	2.55320084209105	0.0330155352107485	0.20365937338389	
COL9A1	ENSG00000112280.15	5.47106584479529	0.466286937524996	2.45380331864674	0.0386467624092692	0.217912507098002	Up
HBA2	ENSG00000188536.12	5.21467180263546	3.26561044514812	5.21488693430171	0.0007165199204825	0.0641592450996726	Up
HTR2B	ENSG00000135914.5	5.14193630583624	-1.07257527805925	5.11482496993516	0.0008129360561358	0.065201320400895	Up
KDNBY	ENSG00000260197.1	5.079976323401	-1.25086845934065	3.43392858501284	0.008414187320869	0.122516772727682	
PRKY	ENSG00000099725.14	5.03927174202222	1.96209020431625	3.75657879806535	0.0052078360889132	0.10403749792012	
DEFA3	ENSG00000239839.6	5.03756192911009	-1.99394800010036	6.60859855291391	0.0001419033462231	0.0434632868990724	Up
SFRP4	ENSG00000106483.11	5.01834815341735	1.95718919635038	6.24201255155735	0.0002121151072417	0.0459387377931444	Up
ENSG00000261051	ENSG00000261051.1	4.98987486373983	0.184642781837766	5.24163822674876	0.0006929056340225	0.0641592450996726	
CP	ENSG00000047457.13	4.96675134589345	2.44949509581672	4.26816881172302	0.0025068981530991	0.0831834598005815	Up
HBA1	ENSG00000206172.8	4.94052376639416	-0.518002224187388	3.90482214134367	0.004197392684063	0.0971166170928368	Up
HBB	ENSG00000244734.3	4.92554671714014	5.17381735655599	5.39816020627636	0.0005706741772845	0.0589619728248839	Up
HAPLN1	ENSG00000145681.10	4.8783443935992	-0.793984790604032	4.59144467248955	0.001610726816942	0.0809067518921157	Up
KLHL40	ENSG00000157119.11	4.84746987521769	-0.0971216131430142	3.83964955908977	0.0046131649715319	0.0994400542097617	
ADCYAP1	ENSG00000141433.12	4.82255882039645	-0.686139493305364	6.54759185371924	0.0001515529567398	0.0437183459398985	
SLC5A12	ENSG00000148942.14	4.71044829099384	-1.09349330526185	1.41722124638279	0.192824302525036	0.450085441293815	Up
NOX4	ENSG00000086991.12	4.64032516693701	1.99247731186601	7.56363669559826	5.34649164082876e-05	0.0385375117470937	Up
PLA2G2A	ENSG00000188257.10	4.54679406187261	6.61902498220507	3.13147181570762	0.0133474467436238	0.144929148204672	
ASPN	ENSG00000106819.11	4.52790859937295	3.16291783506019	4.93098314173794	0.0010289777890717	0.0696492379383032	
TTTY14	ENSG00000176728.7	4.51202411152055	-0.0896209000967147	2.9605145810048	0.0173989075803332	0.159945654513343	
PI16	ENSG00000164530.13	4.47764064184703	5.08667513122271	4.10877714144074	0.0031355178390081	0.0898640659386523	Up
TCEAL2	ENSG00000184905.8	4.31300327483991	0.572384097593581	2.41578617343775	0.041047974621745	0.222710205813068	Up
KCNK17	ENSG00000124780.13	4.29143521079005	-1.51912652609533	2.61933662657176	0.0297357847509514	0.196935510491055	Up
MCHR1	ENSG00000128285.4	4.27330355655331	-1.47645057574889	3.17057255606882	0.0125673438933268	0.140830573670895	Up
ZNF365	ENSG00000138311.15	4.26352830242925	-0.885866608386057	3.40984823478424	0.0087256077070255	0.124570795206966	
OMD	ENSG00000127083.7	4.23900821541949	2.48708326085826	6.32903181667403	0.000192528531977	0.0459387377931444	
TRHDE	ENSG00000072657.8	4.20236389432563	-1.40866378274903	2.15824689677788	0.0617288686497934	0.267827893506665	Up
DDX3Y	ENSG00000067048.16	4.1981991632934	3.77176725692279	2.91994092544689	0.01853589320665	0.16515045517124	
TXLNGY	ENSG00000131002.11	4.18532551155904	1.89253479761539	2.57182498600726	0.0320564704093281	0.201713695949749	
HDC	ENSG00000140287.10	4.16703666506764	-0.952612384918143	5.60492571284233	0.0004439087754685	0.0567590329269816	
CXCL8	ENSG00000169429.10	4.14244555816595	1.53250552232995	5.16857311720389	0.0007595022499851	0.0641592450996726	
USP9Y	ENSG00000114374.12	4.1383926397779	2.64965713952076	2.86374563268323	0.0202388453197472	0.170382384070142	
PENK	ENSG00000181195.10	4.12852490536775	-0.65065169007764	3.20861449053166	0.0118539896486793	0.137966095493659	
STC1	ENSG00000159167.11	4.11307733111258	5.11610301272507	5.88438989155785	0.0003190080930867	0.0535189904895196	
UTY	ENSG00000183878.15	4.10954226749597	1.45610569684426	2.82507863670675	0.0215036351535655	0.175641418278479	
DNASE1L3	ENSG00000163687.13	4.09932424495301	0.267073202906556	3.30005671013238	0.0103072832337128	0.131220730674365	Up
GSG1L	ENSG00000169181.12	4.06687739539515	1.188543640049	1.50550048317436	0.16924490102964	0.422774994497191	Up
SYT12	ENSG00000173227.13	4.04860798627548	-0.976641101237669	3.28013005009854	0.0106252982503888	0.131717847422375	
KCNT2	ENSG00000162687.16	4.02576772051897	1.68898138192738	3.93789246131202	0.0040018883562413	0.0967651731247306	Up
